,aggr_answer,assessors_answer,cnt,least_common,query,some_answer
3941,COMMERCIAL,COMMERCIAL,55,NOT_COMMERCIAL,фильтр воздушный для дома,COMMERCIAL
3942,COMMERCIAL,COMMERCIAL,60,NOT_COMMERCIAL,фиолетовые шторы на кухню фото,COMMERCIAL
3943,COMMERCIAL,COMMERCIAL,617,NOT_COMMERCIAL,фирменные кожанные мужские шлепанцы,COMMERCIAL
3944,COMMERCIAL,COMMERCIAL,35,NOT_COMMERCIAL,фитинги для медной трубки,COMMERCIAL
3945,COMMERCIAL,COMMERCIAL,187,NOT_COMMERCIAL,фитнес браслет,COMMERCIAL
3946,NOT_COMMERCIAL,COMMERCIAL,35,COMMERCIAL,флешерс,COMMERCIAL
3947,COMMERCIAL,COMMERCIAL,122,NOT_COMMERCIAL,фломастеры centropen,COMMERCIAL
3948,COMMERCIAL,COMMERCIAL,45,NOT_COMMERCIAL,"флэш-диск ah325 32gb black, apacer",COMMERCIAL
3949,COMMERCIAL,COMMERCIAL,60,NOT_COMMERCIAL,форма ман юнайтед 18-19,NOT_COMMERCIAL
3950,COMMERCIAL,COMMERCIAL,25,NOT_COMMERCIAL,формочки для шоколадных конфет,COMMERCIAL
3951,COMMERCIAL,COMMERCIAL,50,NOT_COMMERCIAL,фотоальбом,COMMERCIAL
3952,COMMERCIAL,COMMERCIAL,215,NOT_COMMERCIAL,фотоаппараты samsung,COMMERCIAL
3953,COMMERCIAL,COMMERCIAL,40,COMMERCIAL,фотохромные очки,COMMERCIAL
3954,COMMERCIAL,COMMERCIAL,35,NOT_COMMERCIAL,фрезы для раскроя листового металла,COMMERCIAL
3955,COMMERCIAL,COMMERCIAL,5,NOT_COMMERCIAL,фрезы по дереву,COMMERCIAL
3956,COMMERCIAL,COMMERCIAL,45,NOT_COMMERCIAL,футболка белая,COMMERCIAL
3957,COMMERCIAL,COMMERCIAL,20,NOT_COMMERCIAL,футболка мчс,COMMERCIAL
3958,COMMERCIAL,COMMERCIAL,355,NOT_COMMERCIAL,фуфайка,COMMERCIAL
3959,COMMERCIAL,COMMERCIAL,45,NOT_COMMERCIAL,хиджабы в классическом стиле,COMMERCIAL
3960,NOT_COMMERCIAL,COMMERCIAL,35,COMMERCIAL,химия 10 класс хвалюк резяпкин,COMMERCIAL
3961,COMMERCIAL,COMMERCIAL,45,NOT_COMMERCIAL,хлорофитум горшок,COMMERCIAL
3962,COMMERCIAL,COMMERCIAL,10,NOT_COMMERCIAL,хозяйственное квадратное мыло zero waste,COMMERCIAL
3963,COMMERCIAL,COMMERCIAL,88,NOT_COMMERCIAL,холодильник,COMMERCIAL
3964,COMMERCIAL,COMMERCIAL,65,NOT_COMMERCIAL,холодильник lg ga-b389smcz,COMMERCIAL
3965,COMMERCIAL,COMMERCIAL,220,NOT_COMMERCIAL,холодильник lg ga-b489,COMMERCIAL
3966,COMMERCIAL,COMMERCIAL,20,COMMERCIAL,холодильник whirlpool wtnf 923,COMMERCIAL
3967,COMMERCIAL,COMMERCIAL,35,COMMERCIAL,холодильник зил москва,COMMERCIAL
3968,COMMERCIAL,COMMERCIAL,95,NOT_COMMERCIAL,холодильник пепси,COMMERCIAL
3969,COMMERCIAL,COMMERCIAL,20,COMMERCIAL,холодильники атлант,COMMERCIAL
3970,COMMERCIAL,COMMERCIAL,20,NOT_COMMERCIAL,холодильное оборудование для магазина,COMMERCIAL
3971,COMMERCIAL,COMMERCIAL,270,NOT_COMMERCIAL,хонор,COMMERCIAL
3972,COMMERCIAL,COMMERCIAL,118,NOT_COMMERCIAL,хонор 10,COMMERCIAL
3973,COMMERCIAL,COMMERCIAL,50,NOT_COMMERCIAL,хонор 10 лайт,COMMERCIAL
3974,COMMERCIAL,COMMERCIAL,60,NOT_COMMERCIAL,хонор 10 цена,COMMERCIAL
3975,COMMERCIAL,COMMERCIAL,70,NOT_COMMERCIAL,хонор 20,COMMERCIAL
3976,COMMERCIAL,COMMERCIAL,176,NOT_COMMERCIAL,хонор 7 ц,COMMERCIAL
3977,COMMERCIAL,COMMERCIAL,833,NOT_COMMERCIAL,хонор 9,COMMERCIAL
3978,COMMERCIAL,COMMERCIAL,55,NOT_COMMERCIAL,хонор 9 лайт,COMMERCIAL
3979,COMMERCIAL,COMMERCIAL,40,NOT_COMMERCIAL,хорошая гитара,COMMERCIAL
3980,COMMERCIAL,COMMERCIAL,286,NOT_COMMERCIAL,хочу копилку человек паук,COMMERCIAL
3981,COMMERCIAL,COMMERCIAL,40,NOT_COMMERCIAL,хризолит,NOT_COMMERCIAL
3982,COMMERCIAL,COMMERCIAL,433,NOT_COMMERCIAL,хуавей p20,COMMERCIAL
3983,COMMERCIAL,COMMERCIAL,40,COMMERCIAL,хуавей п9,COMMERCIAL
3984,COMMERCIAL,COMMERCIAL,35,NOT_COMMERCIAL,хуавей у3,COMMERCIAL
3985,COMMERCIAL,COMMERCIAL,17,NOT_COMMERCIAL,хуарачи,COMMERCIAL
3986,COMMERCIAL,COMMERCIAL,85,COMMERCIAL,худи,COMMERCIAL
3987,COMMERCIAL,COMMERCIAL,45,NOT_COMMERCIAL,худи supreme,COMMERCIAL
3988,COMMERCIAL,COMMERCIAL,30,NOT_COMMERCIAL,худи женские с капюшоном,COMMERCIAL
3989,COMMERCIAL,COMMERCIAL,50,NOT_COMMERCIAL,худи оверсайз мужские,COMMERCIAL
3990,COMMERCIAL,COMMERCIAL,45,COMMERCIAL,цветные линзы,COMMERCIAL
3991,COMMERCIAL,COMMERCIAL,20,NOT_COMMERCIAL,цветы букет,COMMERCIAL
3992,NOT_COMMERCIAL,COMMERCIAL,30,COMMERCIAL,цветы шаблоны для вырезания из бумаги цветы,NOT_COMMERCIAL
3993,COMMERCIAL,COMMERCIAL,50,NOT_COMMERCIAL,ценникодержатели,COMMERCIAL
3994,COMMERCIAL,COMMERCIAL,35,NOT_COMMERCIAL,ценникодержатель,COMMERCIAL
3995,NOT_COMMERCIAL,COMMERCIAL,25,COMMERCIAL,цены в сулпаке на сотовые телефоны,NOT_COMMERCIAL
3996,COMMERCIAL,COMMERCIAL,35,NOT_COMMERCIAL,цепная таль,NOT_COMMERCIAL
3997,COMMERCIAL,COMMERCIAL,40,NOT_COMMERCIAL,цепочки золотые женские,COMMERCIAL
3998,COMMERCIAL,COMMERCIAL,35,NOT_COMMERCIAL,цепь для бензопилы хаммерфлекс 4518 оригон 0325 8 255мм 0 058 1 47мм,COMMERCIAL
3999,COMMERCIAL,COMMERCIAL,35,NOT_COMMERCIAL,циркуль,COMMERCIAL
4000,NOT_COMMERCIAL,COMMERCIAL,35,COMMERCIAL,цифра 2 раскраска для детей,NOT_COMMERCIAL
4001,NOT_COMMERCIAL,COMMERCIAL,439,COMMERCIAL,цт по русскому 2019 учебник,COMMERCIAL
4002,COMMERCIAL,COMMERCIAL,34,NOT_COMMERCIAL,чайник бош,COMMERCIAL
4003,COMMERCIAL,COMMERCIAL,45,NOT_COMMERCIAL,чаки кукла,COMMERCIAL
4004,COMMERCIAL,COMMERCIAL,90,NOT_COMMERCIAL,часы,COMMERCIAL
4005,COMMERCIAL,COMMERCIAL,35,COMMERCIAL,часы intertronic art no 876741 id16 0366,COMMERCIAL
4006,COMMERCIAL,COMMERCIAL,35,NOT_COMMERCIAL,часы paul jardin quartz water resistant movt,COMMERCIAL
4007,COMMERCIAL,COMMERCIAL,10,COMMERCIAL,часы starry sky watch,COMMERCIAL
4008,COMMERCIAL,COMMERCIAL,40,NOT_COMMERCIAL,часы swatch,COMMERCIAL
4009,COMMERCIAL,COMMERCIAL,55,NOT_COMMERCIAL,часы wise dz09,COMMERCIAL
4010,COMMERCIAL,COMMERCIAL,25,NOT_COMMERCIAL,часы в астане,COMMERCIAL
4011,COMMERCIAL,COMMERCIAL,373,NOT_COMMERCIAL,часы касио,COMMERCIAL
4012,COMMERCIAL,COMMERCIAL,454,NOT_COMMERCIAL,часы луч-1656м,COMMERCIAL
4013,COMMERCIAL,COMMERCIAL,50,NOT_COMMERCIAL,часы с проектором,COMMERCIAL
4014,COMMERCIAL,COMMERCIAL,257,NOT_COMMERCIAL,часы с экг и давлением,COMMERCIAL
4015,COMMERCIAL,COMMERCIAL,40,NOT_COMMERCIAL,часы санлайт s221as7-01lb,COMMERCIAL
4016,COMMERCIAL,COMMERCIAL,40,NOT_COMMERCIAL,часы сеоми,COMMERCIAL
4017,COMMERCIAL,COMMERCIAL,50,NOT_COMMERCIAL,чаша генуя,COMMERCIAL
4018,COMMERCIAL,COMMERCIAL,35,NOT_COMMERCIAL,чашевый гранулятор,NOT_COMMERCIAL
4019,NOT_COMMERCIAL,COMMERCIAL,60,COMMERCIAL,чековая книжка,COMMERCIAL
4020,COMMERCIAL,COMMERCIAL,30,NOT_COMMERCIAL,чемодан,COMMERCIAL
4021,COMMERCIAL,COMMERCIAL,189,NOT_COMMERCIAL,чемодан купить,COMMERCIAL
4022,COMMERCIAL,COMMERCIAL,393,NOT_COMMERCIAL,черное платье,COMMERCIAL
4023,COMMERCIAL,COMMERCIAL,40,NOT_COMMERCIAL,черные фасады 400х200,NOT_COMMERCIAL
4024,COMMERCIAL,COMMERCIAL,45,NOT_COMMERCIAL,черный кожаный диван в интерьере,COMMERCIAL
4025,NOT_COMMERCIAL,COMMERCIAL,45,COMMERCIAL,черный френч с серебряным,NOT_COMMERCIAL
4026,COMMERCIAL,COMMERCIAL,886,NOT_COMMERCIAL,черпак,COMMERCIAL
4027,COMMERCIAL,COMMERCIAL,31,NOT_COMMERCIAL,чехлы для самсунг галакси s10e,COMMERCIAL
4028,COMMERCIAL,COMMERCIAL,33,NOT_COMMERCIAL,чехол redmi 20k,COMMERCIAL
4029,COMMERCIAL,COMMERCIAL,25,COMMERCIAL,чехол spigen для samsung galaxy a50 liquid crystal glitter,COMMERCIAL
4030,COMMERCIAL,COMMERCIAL,755,NOT_COMMERCIAL,чехол для s8,COMMERCIAL
4031,COMMERCIAL,COMMERCIAL,60,NOT_COMMERCIAL,чехол для леново вайб с1,COMMERCIAL
4032,COMMERCIAL,COMMERCIAL,55,NOT_COMMERCIAL,чехол маша и медведь,COMMERCIAL
4033,COMMERCIAL,COMMERCIAL,35,COMMERCIAL,чешки детские,COMMERCIAL
4034,COMMERCIAL,COMMERCIAL,50,NOT_COMMERCIAL,член резина,COMMERCIAL
4035,COMMERCIAL,COMMERCIAL,53,NOT_COMMERCIAL,чокер,COMMERCIAL
4036,COMMERCIAL,COMMERCIAL,20,NOT_COMMERCIAL,чугунная вешалка купить,COMMERCIAL
4037,COMMERCIAL,COMMERCIAL,55,NOT_COMMERCIAL,чулки,COMMERCIAL
4038,COMMERCIAL,COMMERCIAL,72,NOT_COMMERCIAL,чёрные туфли на каблуке с ремешком,COMMERCIAL
4039,COMMERCIAL,COMMERCIAL,55,NOT_COMMERCIAL,чёрный чехол для iphone 6s,COMMERCIAL
4040,COMMERCIAL,COMMERCIAL,27,NOT_COMMERCIAL,шапка accessories,COMMERCIAL
4041,COMMERCIAL,COMMERCIAL,35,NOT_COMMERCIAL,шапка из alize softy,NOT_COMMERCIAL
4042,COMMERCIAL,COMMERCIAL,40,NOT_COMMERCIAL,шапка ушанка мужская,COMMERCIAL
4043,COMMERCIAL,COMMERCIAL,85,NOT_COMMERCIAL,шапки eisbar,COMMERCIAL
4044,COMMERCIAL,COMMERCIAL,25,NOT_COMMERCIAL,шапки бини женские,COMMERCIAL
4045,COMMERCIAL,COMMERCIAL,58,NOT_COMMERCIAL,шарошка для правки кругов,NOT_COMMERCIAL
4046,COMMERCIAL,COMMERCIAL,45,NOT_COMMERCIAL,шахматы,COMMERCIAL
4047,NOT_COMMERCIAL,COMMERCIAL,50,COMMERCIAL,шахматы украина,NOT_COMMERCIAL
4048,COMMERCIAL,COMMERCIAL,1115,NOT_COMMERCIAL,швабра для сгона воды,COMMERCIAL
4049,COMMERCIAL,COMMERCIAL,40,NOT_COMMERCIAL,швейная машинка,COMMERCIAL
4050,COMMERCIAL,COMMERCIAL,25,NOT_COMMERCIAL,шерлок холмс книги,COMMERCIAL
4051,COMMERCIAL,COMMERCIAL,10,COMMERCIAL,шины кама купить в ростове на дону,COMMERCIAL
4052,COMMERCIAL,COMMERCIAL,55,NOT_COMMERCIAL,широкие джинсы модные,COMMERCIAL
4053,COMMERCIAL,COMMERCIAL,35,NOT_COMMERCIAL,шифоновые платья на выпускной,COMMERCIAL
4054,COMMERCIAL,COMMERCIAL,93,NOT_COMMERCIAL,шкатулки для украшений,COMMERCIAL
4055,COMMERCIAL,COMMERCIAL,35411,COMMERCIAL,шкаф,COMMERCIAL
4056,COMMERCIAL,COMMERCIAL,35,COMMERCIAL,шкаф кровать трансформер двуспальная,COMMERCIAL
4057,COMMERCIAL,COMMERCIAL,89,NOT_COMMERCIAL,шкаф купе,COMMERCIAL
4058,COMMERCIAL,COMMERCIAL,156,NOT_COMMERCIAL,шкаф купе в зал во всю стену фото,COMMERCIAL
4059,COMMERCIAL,COMMERCIAL,10,NOT_COMMERCIAL,шкаф купе в узкую прихожую,COMMERCIAL
4060,COMMERCIAL,COMMERCIAL,45,NOT_COMMERCIAL,шкаф купе сенатор сапермебель отзывы,NOT_COMMERCIAL
4061,COMMERCIAL,COMMERCIAL,45,NOT_COMMERCIAL,шкаф навесной кухонный купить в минске,COMMERCIAL
4062,COMMERCIAL,COMMERCIAL,45,NOT_COMMERCIAL,шкаф слива валлис купить,COMMERCIAL
4063,COMMERCIAL,COMMERCIAL,35,COMMERCIAL,шкаф-гардероб бонд,COMMERCIAL
4064,COMMERCIAL,COMMERCIAL,45,NOT_COMMERCIAL,шкафы купе,COMMERCIAL
4065,COMMERCIAL,COMMERCIAL,205,NOT_COMMERCIAL,школьная форма,COMMERCIAL
4066,COMMERCIAL,COMMERCIAL,35,NOT_COMMERCIAL,школьные принадлежности,COMMERCIAL
4067,COMMERCIAL,COMMERCIAL,309,NOT_COMMERCIAL,шкіряний диван,COMMERCIAL
4068,COMMERCIAL,COMMERCIAL,45,NOT_COMMERCIAL,шланг с распылителем,COMMERCIAL
4069,COMMERCIAL,COMMERCIAL,30,COMMERCIAL,шлейка для кота,COMMERCIAL
4070,COMMERCIAL,COMMERCIAL,5,COMMERCIAL,шлепанцы villoy,COMMERCIAL
4071,COMMERCIAL,COMMERCIAL,47,NOT_COMMERCIAL,шляпа,COMMERCIAL
4072,COMMERCIAL,COMMERCIAL,60,NOT_COMMERCIAL,шляпа джентльмена,COMMERCIAL
4073,COMMERCIAL,COMMERCIAL,55,NOT_COMMERCIAL,шляпа на печную трубу,COMMERCIAL
4074,COMMERCIAL,COMMERCIAL,407,NOT_COMMERCIAL,шляпа с перьями мужская,COMMERCIAL
4075,COMMERCIAL,COMMERCIAL,327,NOT_COMMERCIAL,шорты джинсовые чёрный 2019,COMMERCIAL
4076,COMMERCIAL,COMMERCIAL,174,NOT_COMMERCIAL,шорты для тверка,COMMERCIAL
4077,COMMERCIAL,COMMERCIAL,10,COMMERCIAL,шпатлевочные уголки,COMMERCIAL
4078,COMMERCIAL,COMMERCIAL,35,NOT_COMMERCIAL,шпилька,COMMERCIAL
4079,COMMERCIAL,COMMERCIAL,30,NOT_COMMERCIAL,штангенциркуль,COMMERCIAL
4080,COMMERCIAL,COMMERCIAL,615,NOT_COMMERCIAL,штаны в полоску 2018,COMMERCIAL
4081,COMMERCIAL,COMMERCIAL,785,NOT_COMMERCIAL,штаны спортивные адидас красные,COMMERCIAL
4082,COMMERCIAL,COMMERCIAL,40,COMMERCIAL,штора на дверь,COMMERCIAL
4083,COMMERCIAL,COMMERCIAL,30,COMMERCIAL,шторы,COMMERCIAL
4084,COMMERCIAL,COMMERCIAL,40,COMMERCIAL,шторы беж с фиолетовым,COMMERCIAL
4085,COMMERCIAL,COMMERCIAL,30,NOT_COMMERCIAL,шторы вологда,NOT_COMMERCIAL
4086,COMMERCIAL,COMMERCIAL,45,NOT_COMMERCIAL,шторы для совмещенной лоджии,COMMERCIAL
4087,COMMERCIAL,COMMERCIAL,287,NOT_COMMERCIAL,шторы для спальни,COMMERCIAL
4088,COMMERCIAL,COMMERCIAL,150,NOT_COMMERCIAL,шторы из стекляруса на дверной проем,COMMERCIAL
4089,COMMERCIAL,COMMERCIAL,55,NOT_COMMERCIAL,шуба,COMMERCIAL
4090,COMMERCIAL,COMMERCIAL,65,NOT_COMMERCIAL,шуба мутон,COMMERCIAL
4091,COMMERCIAL,COMMERCIAL,5,COMMERCIAL,шубы из экомеха новосибирск,COMMERCIAL
4092,COMMERCIAL,COMMERCIAL,40,NOT_COMMERCIAL,шуруповерт зубр зда-12-2 ки,COMMERCIAL
4093,COMMERCIAL,COMMERCIAL,35,NOT_COMMERCIAL,щетка черная бытовая,COMMERCIAL
4094,COMMERCIAL,COMMERCIAL,50,NOT_COMMERCIAL,щеточные элементы на тракторную щетку,COMMERCIAL
4095,COMMERCIAL,COMMERCIAL,159,NOT_COMMERCIAL,щипцы для чая мельхиор цена,NOT_COMMERCIAL
4096,COMMERCIAL,COMMERCIAL,220,NOT_COMMERCIAL,ытык посуда,COMMERCIAL
4097,COMMERCIAL,COMMERCIAL,45,NOT_COMMERCIAL,ышдмукkeyboard,NOT_COMMERCIAL
4098,COMMERCIAL,COMMERCIAL,297,NOT_COMMERCIAL,экко обувь,COMMERCIAL
4099,COMMERCIAL,COMMERCIAL,40,NOT_COMMERCIAL,эконика,COMMERCIAL
4100,COMMERCIAL,COMMERCIAL,69,NOT_COMMERCIAL,эксклюзивные вязаные шляпы,COMMERCIAL
4101,COMMERCIAL,COMMERCIAL,45,NOT_COMMERCIAL,экшн фигурки флэш,COMMERCIAL
4102,COMMERCIAL,COMMERCIAL,95,NOT_COMMERCIAL,элегантное белое платье с красными узорами и перфорацией от дизайнерского дома alexander mcqueen,COMMERCIAL
4103,COMMERCIAL,COMMERCIAL,10,COMMERCIAL,электрическая печь harvia,COMMERCIAL
4104,COMMERCIAL,COMMERCIAL,65,NOT_COMMERCIAL,электрический духовой шкаф hansa boei 68434,COMMERCIAL
4105,COMMERCIAL,COMMERCIAL,199,NOT_COMMERCIAL,электрический скейт,COMMERCIAL
4106,COMMERCIAL,COMMERCIAL,55,NOT_COMMERCIAL,электро скутер,COMMERCIAL
4107,COMMERCIAL,COMMERCIAL,58,NOT_COMMERCIAL,электро/велосипеды/евро,COMMERCIAL
4108,COMMERCIAL,COMMERCIAL,35,NOT_COMMERCIAL,электробритва браун 1 серия 180 режущий блок,COMMERCIAL
4109,COMMERCIAL,COMMERCIAL,25,COMMERCIAL,электрогриль kitfort кт-1630,COMMERCIAL
4110,COMMERCIAL,COMMERCIAL,32,NOT_COMMERCIAL,электронные сигареты,COMMERCIAL
4111,COMMERCIAL,COMMERCIAL,319,NOT_COMMERCIAL,электронный термометр,NOT_COMMERCIAL
4112,COMMERCIAL,COMMERCIAL,20,NOT_COMMERCIAL,электропила,COMMERCIAL
4113,COMMERCIAL,COMMERCIAL,262,NOT_COMMERCIAL,электросамокат,COMMERCIAL
4114,COMMERCIAL,COMMERCIAL,45,COMMERCIAL,электросамокат razor,COMMERCIAL
4115,COMMERCIAL,COMMERCIAL,15,COMMERCIAL,электросамокаты с большими колесами,COMMERCIAL
4116,COMMERCIAL,COMMERCIAL,10,NOT_COMMERCIAL,электросчетчик,COMMERCIAL
4117,COMMERCIAL,COMMERCIAL,113,NOT_COMMERCIAL,электрофон мелодия 103 стерео,NOT_COMMERCIAL
4118,NOT_COMMERCIAL,COMMERCIAL,55,COMMERCIAL,элементарные частицы (роман),NOT_COMMERCIAL
4119,COMMERCIAL,COMMERCIAL,35,NOT_COMMERCIAL,эпилятор,NOT_COMMERCIAL
4120,COMMERCIAL,COMMERCIAL,40,NOT_COMMERCIAL,эпилятор браун,COMMERCIAL
4121,COMMERCIAL,COMMERCIAL,10,NOT_COMMERCIAL,эпоксидная смола алматы,COMMERCIAL
4122,COMMERCIAL,COMMERCIAL,25,NOT_COMMERCIAL,эпоксидная смола и дерево столешницы,COMMERCIAL
4123,COMMERCIAL,COMMERCIAL,40,NOT_COMMERCIAL,эрлайт светильники,COMMERCIAL
4124,COMMERCIAL,COMMERCIAL,15,NOT_COMMERCIAL,эро кукла,COMMERCIAL
4125,COMMERCIAL,COMMERCIAL,313,NOT_COMMERCIAL,эротические колготки для девушек в теле хl,COMMERCIAL
4126,COMMERCIAL,COMMERCIAL,343,NOT_COMMERCIAL,юбка,COMMERCIAL
4127,COMMERCIAL,COMMERCIAL,45,NOT_COMMERCIAL,юбка из фатина для девочки,COMMERCIAL
4128,COMMERCIAL,COMMERCIAL,342,NOT_COMMERCIAL,юни двери,COMMERCIAL
4129,NOT_COMMERCIAL,COMMERCIAL,182,COMMERCIAL,юридические журналы,NOT_COMMERCIAL
4130,COMMERCIAL,COMMERCIAL,775,NOT_COMMERCIAL,японский костюм,COMMERCIAL
4131,COMMERCIAL,COMMERCIAL,45,NOT_COMMERCIAL,ясень темный и светлый шимо кровать,COMMERCIAL
4132,COMMERCIAL,COMMERCIAL,35,COMMERCIAL,ящик алюминиевый 2-х секционный в сумке (28л) (стэк),COMMERCIAL
4133,COMMERCIAL,COMMERCIAL,93,NOT_COMMERCIAL,ящик для бутылок деревянный,COMMERCIAL
4134,NOT_COMMERCIAL,COMMERCIAL,45,COMMERCIAL,ів роше,COMMERCIAL
4135,NOT_COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,"""ace of base"" && ( исполнитель | группа | музыка | music | band | artist ) && (фото | photo)",NOT_COMMERCIAL
4136,NOT_COMMERCIAL,NOT_COMMERCIAL,5,NOT_COMMERCIAL,"""mg""",NOT_COMMERCIAL
4137,NOT_COMMERCIAL,NOT_COMMERCIAL,10,NOT_COMMERCIAL,"""simon the nigger""",NOT_COMMERCIAL
4138,NOT_COMMERCIAL,NOT_COMMERCIAL,25,NOT_COMMERCIAL,"""бандеровцы""",NOT_COMMERCIAL
4139,NOT_COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,"""девять ярдов""",NOT_COMMERCIAL
4140,NOT_COMMERCIAL,NOT_COMMERCIAL,10,COMMERCIAL,"""три русские картины кабаков",NOT_COMMERCIAL
4141,NOT_COMMERCIAL,NOT_COMMERCIAL,20,NOT_COMMERCIAL,"""шрам"" психология",NOT_COMMERCIAL
4142,NOT_COMMERCIAL,NOT_COMMERCIAL,5,NOT_COMMERCIAL,+74992816132,NOT_COMMERCIAL
4143,NOT_COMMERCIAL,NOT_COMMERCIAL,20,NOT_COMMERCIAL,", глад валакас",NOT_COMMERCIAL
4144,NOT_COMMERCIAL,NOT_COMMERCIAL,20,COMMERCIAL,", дженис джоплин,",NOT_COMMERCIAL
4145,NOT_COMMERCIAL,NOT_COMMERCIAL,25,COMMERCIAL,.45 acp,NOT_COMMERCIAL
4146,COMMERCIAL,NOT_COMMERCIAL,20,NOT_COMMERCIAL,02a 311 375 c,NOT_COMMERCIAL
4147,NOT_COMMERCIAL,NOT_COMMERCIAL,37,COMMERCIAL,02d409143b,NOT_COMMERCIAL
4148,NOT_COMMERCIAL,NOT_COMMERCIAL,148,COMMERCIAL,1 maji de watashi ni koi shinasai хентай,NOT_COMMERCIAL
4149,NOT_COMMERCIAL,NOT_COMMERCIAL,20,COMMERCIAL,1 the lord of the rings: the battle for middle-earth 2,NOT_COMMERCIAL
4150,NOT_COMMERCIAL,NOT_COMMERCIAL,10,NOT_COMMERCIAL,1 апреля,NOT_COMMERCIAL
4151,NOT_COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,1 северный канал петропавловск,NOT_COMMERCIAL
4152,NOT_COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,1 телеканал,NOT_COMMERCIAL
4153,NOT_COMMERCIAL,NOT_COMMERCIAL,10,COMMERCIAL,1 фунт,NOT_COMMERCIAL
4154,COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,"1)адаптер оптибей gembird 12.7 mm (optibay, hdd caddy) sata/minisata (slimsata) для подключения hdd/ss",COMMERCIAL
4155,NOT_COMMERCIAL,NOT_COMMERCIAL,10,COMMERCIAL,1+1,NOT_COMMERCIAL
4156,NOT_COMMERCIAL,NOT_COMMERCIAL,20,COMMERCIAL,1.1l chery car,COMMERCIAL
4157,NOT_COMMERCIAL,NOT_COMMERCIAL,15,COMMERCIAL,1/4 чм 2018 таблица,NOT_COMMERCIAL
4158,NOT_COMMERCIAL,NOT_COMMERCIAL,25,NOT_COMMERCIAL,1/8 финала чемпионата мира по футболу 2018,NOT_COMMERCIAL
4159,NOT_COMMERCIAL,NOT_COMMERCIAL,10,NOT_COMMERCIAL,10 бомбоубежищ зила,NOT_COMMERCIAL
4160,NOT_COMMERCIAL,NOT_COMMERCIAL,25,NOT_COMMERCIAL,10 лучшич мелодрам 2018,NOT_COMMERCIAL
4161,COMMERCIAL,NOT_COMMERCIAL,5,COMMERCIAL,10-80319-sx,COMMERCIAL
4162,NOT_COMMERCIAL,NOT_COMMERCIAL,10,NOT_COMMERCIAL,100,NOT_COMMERCIAL
4163,NOT_COMMERCIAL,NOT_COMMERCIAL,15,COMMERCIAL,100 долларов,NOT_COMMERCIAL
4164,NOT_COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,100 миллилитров это сколько грамм,NOT_COMMERCIAL
4165,NOT_COMMERCIAL,NOT_COMMERCIAL,15,COMMERCIAL,100 рублей,NOT_COMMERCIAL
4166,NOT_COMMERCIAL,NOT_COMMERCIAL,20,COMMERCIAL,100 рублей к чемпионату мира,NOT_COMMERCIAL
4167,NOT_COMMERCIAL,NOT_COMMERCIAL,15,COMMERCIAL,1000 18 года,COMMERCIAL
4168,NOT_COMMERCIAL,NOT_COMMERCIAL,15,COMMERCIAL,1000 рублей в драмах,NOT_COMMERCIAL
